点位名称,SO2,NO2,PM10,CO,O31小时,O38小时,PM2.5,首要污染物,时间,日期,时间段,气温,风向编码,风力编码,降水强度,天气_多云,天气_晴,天气_阴,天气_雨,天气_雪,天气_雾霾沙尘
草滩 ,61,25,93,,,,,1,2012/2/25,2012-02-25,1,1.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,59,28,103,,,,,2,2012/2/24,2012-02-24,0,7.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,59,28,103,,,,,2,2012/2/24,2012-02-24,1,2.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,75,60,118,,,,,2,2012/2/23,2012-02-23,0,8.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,75,60,118,,,,,2,2012/2/23,2012-02-23,1,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,64,42,108,,,,,2,2012/2/22,2012-02-22,0,8.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,64,42,108,,,,,2,2012/2/22,2012-02-22,1,3.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,75,34,115,,,,,2,2012/2/21,2012-02-21,0,12.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,75,34,115,,,,,2,2012/2/21,2012-02-21,1,2.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,56,33,85,,,,,1,2012/2/20,2012-02-20,0,10.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,56,33,85,,,,,1,2012/2/20,2012-02-20,1,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,42,25,53,,,,,1,2012/2/19,2012-02-19,0,10.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,42,25,53,,,,,1,2012/2/19,2012-02-19,1,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,32,22,51,,,,,1,2012/2/18,2012-02-18,0,6.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,32,22,51,,,,,1,2012/2/18,2012-02-18,1,-1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,40,24,58,,,,,1,2012/2/17,2012-02-17,0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,40,24,58,,,,,1,2012/2/17,2012-02-17,1,-2.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,47,26,104,,,,,2,2012/2/16,2012-02-16,0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,47,26,104,,,,,2,2012/2/16,2012-02-16,1,-2.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,55,40,112,,,,,2,2012/2/15,2012-02-15,0,6.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
草滩 ,55,40,112,,,,,2,2012/2/15,2012-02-15,1,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,56,38,124,,,,,2,2012/2/14,2012-02-14,0,7.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,56,38,124,,,,,2,2012/2/14,2012-02-14,1,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
草滩 ,49,25,87,,,,,1,2012/2/13,2012-02-13,0,8.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,49,25,87,,,,,1,2012/2/13,2012-02-13,1,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,61,30,97,,,,,1,2012/2/12,2012-02-12,0,5.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,61,30,97,,,,,1,2012/2/12,2012-02-12,1,-1.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,61,29,77,,,,,1,2012/2/11,2012-02-11,0,6.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,61,29,77,,,,,1,2012/2/11,2012-02-11,1,-2.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,42,22,72,,,,,1,2012/2/10,2012-02-10,0,4.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,42,22,72,,,,,1,2012/2/10,2012-02-10,1,-3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,29,16,53,,,,,1,2012/2/9,2012-02-09,0,3.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,29,16,53,,,,,1,2012/2/9,2012-02-09,1,-3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,47,17,55,,,,,1,2012/2/8,2012-02-08,0,4.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,47,17,55,,,,,1,2012/2/8,2012-02-08,1,-4.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,46,7,64,,,,,1,2012/2/7,2012-02-07,0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,46,7,64,,,,,1,2012/2/7,2012-02-07,1,-7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,68,47,143,,,,,2,2012/2/6,2012-02-06,0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,68,47,143,,,,,2,2012/2/6,2012-02-06,1,-6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,60,44,78,,,,,1,2012/2/5,2012-02-05,0,8.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,60,44,78,,,,,1,2012/2/5,2012-02-05,1,-4.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,47,42,65,,,,,1,2012/2/4,2012-02-04,0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,47,42,65,,,,,1,2012/2/4,2012-02-04,1,-2.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,28,27,51,,,,,1,2012/2/3,2012-02-03,0,7.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,28,27,51,,,,,1,2012/2/3,2012-02-03,1,-2.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,27,20,34,,,,,0,2012/2/2,2012-02-02,0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,27,20,34,,,,,0,2012/2/2,2012-02-02,1,-3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,67,48,118,,,,,2,2012/2/1,2012-02-01,0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,67,48,118,,,,,2,2012/2/1,2012-02-01,1,-3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,76,49,115,,,,,2,2012/1/31,2012-01-31,0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,76,49,115,,,,,2,2012/1/31,2012-01-31,1,-2.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,74,52,107,,,,,2,2012/1/30,2012-01-30,0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,74,52,107,,,,,2,2012/1/30,2012-01-30,1,-2.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,73,54,106,,,,,2,2012/1/29,2012-01-29,0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,73,54,106,,,,,2,2012/1/29,2012-01-29,1,-2.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,59,41,86,,,,,1,2012/1/28,2012-01-28,0,3.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,59,41,86,,,,,1,2012/1/28,2012-01-28,1,-2.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,52,16,94,,,,,1,2012/1/27,2012-01-27,0,3.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,52,16,94,,,,,1,2012/1/27,2012-01-27,1,-4.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,50,28,78,,,,,1,2012/1/26,2012-01-26,0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,50,28,78,,,,,1,2012/1/26,2012-01-26,1,-5.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,39,14,53,,,,,1,2012/1/25,2012-01-25,0,2.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,39,14,53,,,,,1,2012/1/25,2012-01-25,1,-6.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,39,19,84,,,,,1,2012/1/24,2012-01-24,0,-1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,39,19,84,,,,,1,2012/1/24,2012-01-24,1,-7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,32,20,80,,,,,1,2012/1/23,2012-01-23,0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,32,20,80,,,,,1,2012/1/23,2012-01-23,1,-7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,34,27,51,,,,,1,2012/1/22,2012-01-22,0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,34,27,51,,,,,1,2012/1/22,2012-01-22,1,-6.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,44,24,63,,,,,1,2012/1/21,2012-01-21,0,1.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
草滩 ,44,24,63,,,,,1,2012/1/21,2012-01-21,1,-4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
草滩 ,56,32,86,,,,,1,2012/1/20,2012-01-20,0,3.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
草滩 ,56,32,86,,,,,1,2012/1/20,2012-01-20,1,-1.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
草滩 ,69,42,121,,,,,2,2012/1/19,2012-01-19,0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
草滩 ,69,42,121,,,,,2,2012/1/19,2012-01-19,1,-1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
草滩 ,64,58,143,,,,,2,2012/1/18,2012-01-18,0,3.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
草滩 ,64,58,143,,,,,2,2012/1/18,2012-01-18,1,-2.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
草滩 ,65,55,122,,,,,2,2012/1/17,2012-01-17,0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,65,55,122,,,,,2,2012/1/17,2012-01-17,1,-1.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,86,59,113,,,,,2,2012/1/16,2012-01-16,0,5.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,86,59,113,,,,,2,2012/1/16,2012-01-16,1,-1.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,73,73,93,,,,,1,2012/1/15,2012-01-15,0,6.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,73,73,93,,,,,1,2012/1/15,2012-01-15,1,-2.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,73,94,104,,,,,2,2012/1/14,2012-01-14,0,4.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,73,94,104,,,,,2,2012/1/14,2012-01-14,1,-1.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,99,65,106,,,,,2,2012/1/13,2012-01-13,0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,99,65,106,,,,,2,2012/1/13,2012-01-13,1,-2.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,66,58,98,,,,,1,2012/1/12,2012-01-12,0,5.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,66,58,98,,,,,1,2012/1/12,2012-01-12,1,-2.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,75,54,122,,,,,2,2012/1/11,2012-01-11,0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,75,54,122,,,,,2,2012/1/11,2012-01-11,1,-3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,76,62,110,,,,,2,2012/1/10,2012-01-10,0,4.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,76,62,110,,,,,2,2012/1/10,2012-01-10,1,-4.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,64,42,127,,,,,2,2012/1/9,2012-01-09,0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,64,42,127,,,,,2,2012/1/9,2012-01-09,1,-3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,58,39,122,,,,,2,2012/1/8,2012-01-08,0,3.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,58,39,122,,,,,2,2012/1/8,2012-01-08,1,-3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,53,22,78,,,,,1,2012/1/7,2012-01-07,0,3.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,53,22,78,,,,,1,2012/1/7,2012-01-07,1,-2.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,51,23,94,,,,,1,2012/1/6,2012-01-06,0,3.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,51,23,94,,,,,1,2012/1/6,2012-01-06,1,-4.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,29,17,57,,,,,1,2012/1/5,2012-01-05,0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,29,17,57,,,,,1,2012/1/5,2012-01-05,1,-3.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,33,21,62,,,,,1,2012/1/4,2012-01-04,0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,33,21,62,,,,,1,2012/1/4,2012-01-04,1,-3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,41,17,61,,,,,1,2012/1/3,2012-01-03,0,3.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,41,17,61,,,,,1,2012/1/3,2012-01-03,1,-4.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,61,37,146,,,,,2,2012/1/2,2012-01-02,0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,61,37,146,,,,,2,2012/1/2,2012-01-02,1,-4.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,102,70,196,,,,,3,2012/1/1,2012-01-01,0,6.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,102,70,196,,,,,3,2012/1/1,2012-01-01,1,-2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,63,75,142,,,,,2,2011/12/31,2011-12-31,0,6.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,63,75,142,,,,,2,2011/12/31,2011-12-31,1,-2.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,89,73,184,,,,,3,2011/12/30,2011-12-30,0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,89,73,184,,,,,3,2011/12/30,2011-12-30,1,-2.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,101,54,132,,,,,2,2011/12/29,2011-12-29,0,5.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,101,54,132,,,,,2,2011/12/29,2011-12-29,1,-2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,56,43,113,,,,,2,2011/12/28,2011-12-28,0,6.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,56,43,113,,,,,2,2011/12/28,2011-12-28,1,-1.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,56,40,103,,,,,2,2011/12/27,2011-12-27,0,6.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,56,40,103,,,,,2,2011/12/27,2011-12-27,1,-2.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,35,33,111,,,,,2,2011/12/26,2011-12-26,0,6.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,35,33,111,,,,,2,2011/12/26,2011-12-26,1,-1.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,64,40,109,,,,,2,2011/12/25,2011-12-25,0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,64,40,109,,,,,2,2011/12/25,2011-12-25,1,-2.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,51,20,64,,,,,1,2011/12/24,2011-12-24,0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,51,20,64,,,,,1,2011/12/24,2011-12-24,1,-2.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,54,32,75,,,,,1,2011/12/23,2011-12-23,0,5.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,54,32,75,,,,,1,2011/12/23,2011-12-23,1,-3.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,52,29,83,,,,,1,2011/12/22,2011-12-22,0,4.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,52,29,83,,,,,1,2011/12/22,2011-12-22,1,-3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,64,35,91,,,,,1,2011/12/21,2011-12-21,0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
草滩 ,64,35,91,,,,,1,2011/12/21,2011-12-21,1,-2.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,77,45,125,,,,,2,2011/12/20,2011-12-20,0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,77,45,125,,,,,2,2011/12/20,2011-12-20,1,-2.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,52,50,123,,,,,2,2011/12/19,2011-12-19,0,5.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,52,50,123,,,,,2,2011/12/19,2011-12-19,1,-1.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,55,29,101,,,,,2,2011/12/18,2011-12-18,0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,55,29,101,,,,,2,2011/12/18,2011-12-18,1,-2.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,41,28,86,,,,,1,2011/12/17,2011-12-17,0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,41,28,86,,,,,1,2011/12/17,2011-12-17,1,-2.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,51,25,93,,,,,1,2011/12/16,2011-12-16,0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,51,25,93,,,,,1,2011/12/16,2011-12-16,1,-2.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,54,49,107,,,,,2,2011/12/15,2011-12-15,0,6.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,54,49,107,,,,,2,2011/12/15,2011-12-15,1,-3.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,69,25,117,,,,,2,2011/12/14,2011-12-14,0,6.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,69,25,117,,,,,2,2011/12/14,2011-12-14,1,-1.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,53,19,116,,,,,2,2011/12/13,2011-12-13,0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,53,19,116,,,,,2,2011/12/13,2011-12-13,1,-2.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,54,15,96,,,,,1,2011/12/12,2011-12-12,0,6.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,54,15,96,,,,,1,2011/12/12,2011-12-12,1,-3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,53,29,100,,,,,1,2011/12/11,2011-12-11,0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,53,29,100,,,,,1,2011/12/11,2011-12-11,1,-2.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,72,25,60,,,,,1,2011/12/10,2011-12-10,0,5.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,72,25,60,,,,,1,2011/12/10,2011-12-10,1,-2.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,58,19,82,,,,,1,2011/12/9,2011-12-09,0,6.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,58,19,82,,,,,1,2011/12/9,2011-12-09,1,-3.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,55,19,61,,,,,1,2011/12/8,2011-12-08,0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,55,19,61,,,,,1,2011/12/8,2011-12-08,1,-1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,61,14,66,,,,,1,2011/12/7,2011-12-07,0,5.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,61,14,66,,,,,1,2011/12/7,2011-12-07,1,1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,55,19,58,,,,,1,2011/12/6,2011-12-06,0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
草滩 ,55,19,58,,,,,1,2011/12/6,2011-12-06,1,1.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
草滩 ,64,22,72,,,,,1,2011/12/5,2011-12-05,0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
草滩 ,64,22,72,,,,,1,2011/12/5,2011-12-05,1,2.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,60,15,95,,,,,1,2011/12/4,2011-12-04,0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
草滩 ,60,15,95,,,,,1,2011/12/4,2011-12-04,1,3.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
草滩 ,52,25,97,,,,,1,2011/12/3,2011-12-03,0,7.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,52,25,97,,,,,1,2011/12/3,2011-12-03,1,2.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,51,16,73,,,,,1,2011/12/2,2011-12-02,0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,51,16,73,,,,,1,2011/12/2,2011-12-02,1,1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,41,19,55,,,,,1,2011/12/1,2011-12-01,0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,41,19,55,,,,,1,2011/12/1,2011-12-01,1,1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
草滩 ,26,19,23,,,,,0,2011/11/30,2011-11-30,0,7.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,26,19,23,,,,,0,2011/11/30,2011-11-30,1,1.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,45,30,82,,,,,1,2011/11/29,2011-11-29,0,9.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
草滩 ,45,30,82,,,,,1,2011/11/29,2011-11-29,1,3.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,27,31,111,,,,,2,2011/11/28,2011-11-28,0,9.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
草滩 ,27,31,111,,,,,2,2011/11/28,2011-11-28,1,6.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
草滩 ,21,22,118,,,,,2,2011/11/27,2011-11-27,0,11.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,21,22,118,,,,,2,2011/11/27,2011-11-27,1,6.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
草滩 ,27,24,92,,,,,1,2011/11/26,2011-11-26,0,11.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,27,24,92,,,,,1,2011/11/26,2011-11-26,1,7.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
草滩 ,24,24,108,,,,,2,2011/11/25,2011-11-25,0,12.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,24,24,108,,,,,2,2011/11/25,2011-11-25,1,4.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
草滩 ,27,30,81,,,,,1,2011/11/24,2011-11-24,0,11.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
