日期,天气状况（白天/夜间）,气温（最高温/最低温）,风力风向（白天/夜间）
2013/4/6, 晴 /晴, 18℃ / 4℃, 北风 ≤3级 /东北风 ≤3级
2013/4/7,晴 /晴,24℃ / 8℃,东北风 ≤3级 /西北风 ≤3级
2013/4/7, 晴 /晴, 24℃ / 8℃, 东北风 ≤3级 /西北风 ≤3级
2013/4/8,晴 /晴,22℃ / 6℃,北风 ≤3级 /东北风 3-4级
2013/4/8, 晴 /晴, 22℃ / 6℃, 北风 ≤3级 /东北风 3-4级
2013/4/9,晴 /晴,19℃ / 5℃,北风 ≤3级 /北风 ≤3级
2013/4/9, 晴 /晴, 19℃ / 5℃, 北风 ≤3级 /北风 ≤3级
2013/4/10,晴 /晴,20℃ / 8℃,东风 ≤3级 /东风 ≤3级
2013/4/10, 晴 /晴, 20℃ / 8℃, 东风 ≤3级 /东风 ≤3级
2013/4/11,晴 /晴,23℃ / 9℃,东风 ≤3级 /南风 ≤3级
2013/4/11, 晴 /晴, 23℃ / 9℃, 东风 ≤3级 /南风 ≤3级
2013/4/12,晴 /晴,27℃ / 11℃,东风 ≤3级 /西南风 ≤3级
2013/4/12, 晴 /晴, 27℃ / 11℃, 东风 ≤3级 /西南风 ≤3级
2013/4/13,晴 /晴,29℃ / 14℃,西南风 ≤3级 /北风 ≤3级
2013/4/13, 晴 /晴, 29℃ / 14℃, 西南风 ≤3级 /北风 ≤3级
2013/4/14,多云 /多云,31℃ / 16℃,南风 ≤3级 /南风 ≤3级
2013/4/14, 多云 /多云, 31℃ / 16℃, 南风 ≤3级 /南风 ≤3级
2013/4/15,多云 /多云,32℃ / 17℃,东风 ≤3级 /南风 ≤3级
2013/4/15, 多云 /多云, 32℃ / 17℃, 东风 ≤3级 /南风 ≤3级
2013/4/16,多云 /多云,33℃ / 19℃,北风 ≤3级 /西风 ≤3级
2013/4/16, 多云 /多云, 33℃ / 19℃, 北风 ≤3级 /西风 ≤3级
2013/4/17,多云 /多云,33℃ / 18℃,东风 ≤3级 /东风 ≤3级
2013/4/17, 多云 /多云, 33℃ / 18℃, 东风 ≤3级 /东风 ≤3级
2013/4/18,阴 /阴,24℃ / 12℃,北风 3-4级 /东风 5-6级
2013/4/18, 阴 /阴, 24℃ / 12℃, 北风 3-4级 /东风 5-6级
2013/4/19,小雨 /阴,14℃ / 6℃,东风 5-6级 /东风 ≤3级
2013/4/19, 小雨 /阴, 14℃ / 6℃, 东风 5-6级 /东风 ≤3级
2013/4/20,多云 /多云,19℃ / 8℃,东北风 ≤3级 /东风 ≤3级
2013/4/20, 多云 /多云, 19℃ / 8℃, 东北风 ≤3级 /东风 ≤3级
2013/4/21,多云 /阴,18℃ / 9℃,东风 ≤3级 /西南风 ≤3级
2013/4/21, 多云 /阴, 18℃ / 9℃, 东风 ≤3级 /西南风 ≤3级
2013/4/22,小雨 /多云,15℃ / 9℃,南风 ≤3级 /西风 ≤3级
2013/4/22, 小雨 /多云, 15℃ / 9℃, 南风 ≤3级 /西风 ≤3级
2013/4/23,晴 /晴,26℃ / 11℃,东北风 ≤3级 /东风 ≤3级
2013/4/23, 晴 /晴, 26℃ / 11℃, 东北风 ≤3级 /东风 ≤3级
2013/4/24,晴 /晴,27℃ / 14℃,东风 ≤3级 /东北风 ≤3级
2013/4/24, 晴 /晴, 27℃ / 14℃, 东风 ≤3级 /东北风 ≤3级
2013/4/25,晴 /晴,29℃ / 13℃,东风 ≤3级 /东风 ≤3级
2013/4/25, 晴 /晴, 29℃ / 13℃, 东风 ≤3级 /东风 ≤3级
2013/4/26,晴 /晴,31℃ / 14℃,西北风 ≤3级 /东风 ≤3级
2013/4/26, 晴 /晴, 31℃ / 14℃, 西北风 ≤3级 /东风 ≤3级
2013/4/27,晴 /晴,31℃ / 18℃,北风 ≤3级 /北风 ≤3级
2013/4/27, 多云 /多云, 31℃ / 16℃, 东风 ≤3级 /西风 ≤3级
2013/4/28,多云 /阴,32℃ / 15℃,西风 ≤3级 /西南风 ≤3级
2013/4/28, 多云 /多云, 30℃ / 17℃, 西风 ≤3级 /西风 ≤3级
2013/4/29,小雨 /阴,24℃ / 13℃,东风 ≤3级 /东北风 ≤3级
2013/4/30,多云 /多云,24℃ / 14℃,东风 ≤3级 /东风 ≤3级
2013/5/1,多云 /阴,26℃ / 15℃,东风 ≤3级 /东风 ≤3级
2013/5/2,阴 /多云,27℃ / 17℃,东风 ≤3级 /东风 ≤3级
2013/5/3,多云 /多云,32℃ / 18℃,东风 ≤3级 /东风 ≤3级
2013/5/4,阴 /阴,28℃ / 18℃,东风 ≤3级 /东风 3-4级
2013/5/5,小雨 /小到中雨,23℃ / 17℃,南风 ≤3级 /西南风 ≤3级
2013/5/6,小雨 /小雨,21℃ / 17℃,东风 ≤3级 /东风 ≤3级
2013/5/7,阴 /阴,24℃ / 17℃,东风 ≤3级 /西南风 ≤3级
2013/5/8,小雨 /小雨,22℃ / 15℃,西南风 ≤3级 /西风 ≤3级
2013/5/9,多云 /多云,25℃ / 13℃,东风 ≤3级 /东风 ≤3级
2013/5/10,晴 /晴,28℃ / 14℃,北风 ≤3级 /西风 ≤3级
2013/5/11,晴 /晴,33℃ / 16℃,东风 ≤3级 /东风 ≤3级
2013/5/12,晴 /晴,35℃ / 19℃,东风 ≤3级 /东风 ≤3级
2013/5/13,多云 /多云,35℃ / 20℃,东风 ≤3级 /东风 ≤3级
2013/5/14,多云 /阴,34℃ / 23℃,东南风 ≤3级 /西南风 ≤3级
2013/5/15,阴 /小雨,28℃ / 20℃,南风 ≤3级 /南风 ≤3级
2013/5/16,小雨 /小雨,26℃ / 16℃,西南风 ≤3级 /西南风 ≤3级
2013/5/17,小到中雨 /小雨,22℃ / 16℃,西南风 ≤3级 /南风 ≤3级
2013/5/18,多云 /晴,29℃ / 16℃,东北风 ≤3级 /东北风 ≤3级
2013/5/19,晴 /晴,32℃ / 17℃,东北风 ≤3级 /东南风 ≤3级
2013/5/20,晴 /晴,33℃ / 19℃,东风 ≤3级 /东风 ≤3级
2013/5/21,晴 /晴,36℃ / 21℃,东风 ≤3级 /东风 ≤3级
2013/5/22,晴 /阴,34℃ / 22℃,东风 ≤3级 /南风 ≤3级
2013/5/23,多云 /多云,33℃ / 20℃,东风 ≤3级 /东南风 ≤3级
2013/5/24,阵雨 /小到中雨,28℃ / 18℃,南风 ≤3级 /西南风 ≤3级
2013/5/25,中雨 /小到中雨,24℃ / 17℃,南风 ≤3级 /西南风 ≤3级
2013/5/26,多云 /多云,28℃ / 18℃,东风 ≤3级 /东风 ≤3级
2013/5/27,多云 /阴,30℃ / 18℃,东风 ≤3级 /西风 ≤3级
2013/5/28,小到中雨 /阴,25℃ / 16℃,南风 ≤3级 /南风 ≤3级
2013/5/29,小雨 /阴,24℃ / 14℃,西南风 ≤3级 /西南风 ≤3级
2013/5/30,小到中雨 /阴,20℃ / 15℃,南风 ≤3级 /东风 ≤3级
2013/5/31,多云 /多云,27℃ / 16℃,东北风 ≤3级 /东风 ≤3级
2013/6/1,晴 /晴,32℃ / 18℃,东北风 ≤3级 /东北风 ≤3级
2013/6/2,晴 /多云,35℃ / 19℃,东北风 ≤3级 /东风 ≤3级
2013/6/3,多云 /多云,35℃ / 20℃,东北风 ≤3级 /东北风 ≤3级
2013/6/4,多云 /晴,34℃ / 20℃,东风 ≤3级 /东风 ≤3级
2013/6/5,多云 /阴,35℃ / 24℃,东风 ≤3级 /东风 ≤3级
2013/6/6,阴 /多云,34℃ / 20℃,南风 ≤3级 /东风 ≤3级
2013/6/7,多云 /多云,36℃ / 21℃,东风 ≤3级 /东风 ≤3级
2013/6/8,阵雨 /小雨,30℃ / 20℃,南风 ≤3级 /南风 ≤3级
2013/6/9,阵雨 /阴,29℃ / 16℃,南风 ≤3级 /西风 ≤3级
2013/6/10,晴 /多云,31℃ / 16℃,东北风 ≤3级 /西北风 ≤3级
2013/6/11,晴 /晴,32℃ / 17℃,西风 ≤3级 /东风 ≤3级
2013/6/12,多云 /晴,33℃ / 17℃,东北风 ≤3级 /东风 ≤3级
2013/6/13,多云 /多云,34℃ / 22℃,南风 ≤3级 /东北风 ≤3级
2013/6/14,多云 /雷阵雨,34℃ / 23℃,东风 ≤3级 /东北风 ≤3级
2013/6/15,雷阵雨 /阴,34℃ / 24℃,南风 ≤3级 /东风 ≤3级
2013/6/16,阴 /阴,36℃ / 25℃,东风 ≤3级 /东风 ≤3级
2013/6/17,多云 /多云,37℃ / 26℃,东风 ≤3级 /东风 ≤3级
2013/6/18,多云 /多云,37℃ / 28℃,东风 ≤3级 /东风 ≤3级
2013/6/19,阴 /阵雨,35℃ / 26℃,东风 ≤3级 /东风 ≤3级
2013/6/20,小到中雨 /小到中雨,30℃ / 23℃,南风 ≤3级 /西风 ≤3级
2013/6/21,小到中雨 /小雨,27℃ / 22℃,东风 ≤3级 /西北风 ≤3级
2013/6/22,小雨 /阵雨,26℃ / 22℃,西南风 ≤3级 /西南风 ≤3级
2013/6/23,阴 /阴,31℃ / 22℃,北风 ≤3级 /南风 ≤3级
2013/6/24,阵雨 /阴,29℃ / 21℃,西南风 ≤3级 /南风 ≤3级
2013/6/25,多云 /晴,34℃ / 23℃,东风 ≤3级 /东北风 ≤3级
2013/6/26,多云 /多云,36℃ / 24℃,东风 ≤3级 /东风 ≤3级
2013/6/27,晴 /晴,37℃ / 24℃,东北风 ≤3级 /西南风 ≤3级
2013/6/28,晴 /晴,37℃ / 25℃,东北风 ≤3级 /东风 ≤3级
2013/6/29,晴 /多云,38℃ / 27℃,东风 ≤3级 /东风 ≤3级
2013/6/30,多云 /阴,37℃ / 28℃,东风 ≤3级 /东风 ≤3级
2013/7/1,雷阵雨 /阵雨,35℃ / 26℃,东风 ≤3级 /南风 ≤3级
2013/7/2,阵雨 /阴,33℃ / 25℃,西南风 ≤3级 /东风 ≤3级
2013/7/3,阴 /阴,34℃ / 24℃,东北风 ≤3级 /北风 ≤3级
2013/7/4,小到中雨 /阴,32℃ / 23℃,西风 ≤3级 /西南风 ≤3级
2013/7/5,晴 /晴,36℃ / 24℃,东风 ≤3级 /东风 ≤3级
2013/7/6,晴 /晴,36℃ / 25℃,东风 ≤3级 /东风 ≤3级
2013/7/7,多云 /多云,37℃ / 27℃,东风 ≤3级 /东北风 ≤3级
2013/7/8,阴 /阵雨,34℃ / 25℃,南风 ≤3级 /北风 ≤3级
2013/7/9,小到中雨 /阵雨,28℃ / 23℃,南风 ≤3级 /西风 ≤3级
2013/7/10,阵雨 /阴,30℃ / 24℃,西风 ≤3级 /东北风 ≤3级
2013/7/11,多云 /多云,33℃ / 25℃,东北风 ≤3级 /东风 ≤3级
2013/7/12,多云 /多云,34℃ / 26℃,东北风 ≤3级 /东风 ≤3级
2013/7/13,阴 /阴,33℃ / 25℃,东风 ≤3级 /东北风 ≤3级
2013/7/14,阴 /阴,32℃ / 25℃,南风 ≤3级 /西风 ≤3级
2013/7/15,小到中雨 /阵雨,30℃ / 24℃,南风 ≤3级 /西风 ≤3级
2013/7/16,多云 /多云,33℃ / 23℃,东风 ≤3级 /东北风 ≤3级
2013/7/17,小雨 /大雨,27℃ / 23℃,西风 ≤3级 /南风 ≤3级
2013/7/18,中雨 /阴,24℃ / 22℃,南风 ≤3级 /东南风 ≤3级
2013/7/19,多云 /阴,31℃ / 24℃,东风 ≤3级 /南风 ≤3级
2013/7/20,阵雨 /多云,32℃ / 24℃,西南风 ≤3级 /东风 ≤3级
2013/7/21,阴 /小雨,32℃ / 24℃,南风 ≤3级 /东风 ≤3级
2013/7/22,中雨 /小雨,26℃ / 22℃,东风 ≤3级 /东风 ≤3级
2013/7/23,多云 /多云,32℃ / 23℃,东风 ≤3级 /东风 ≤3级
2013/7/24,多云 /多云,32℃ / 24℃,东风 ≤3级 /东北风 ≤3级
2013/7/25,多云 /多云,35℃ / 26℃,东风 ≤3级 /东北风 ≤3级
2013/7/26,多云 /多云,36℃ / 26℃,东北风 ≤3级 /西南风 ≤3级
2013/7/27,阴 /阴,33℃ / 25℃,南风 ≤3级 /南风 ≤3级
2013/7/28,阵雨 /小到中雨,32℃ / 23℃,西南风 ≤3级 /西南风 ≤3级
2013/7/29,小雨 /多云,30℃ / 22℃,东风 ≤3级 /东风 ≤3级
2013/7/30,阴 /小到中雨,34℃ / 25℃,东风 ≤3级 /西南风 ≤3级
2013/7/31,小到中雨 /小到中雨,33℃ / 25℃,东风 ≤3级 /东风 ≤3级
2013/8/1,小到中雨 /阴,30℃ / 24℃,东风 ≤3级 /东风 ≤3级
2013/8/2,多云 /阴,35℃ / 25℃,东风 ≤3级 /东南风 ≤3级
2013/8/3,多云 /多云,36℃ / 26℃,东风 ≤3级 /东风 ≤3级
2013/8/4,多云 /多云,37℃ / 26℃,东北风 ≤3级 /东风 ≤3级
2013/8/5,多云 /阵雨,36℃ / 24℃,东风 ≤3级 /南风 ≤3级
2013/8/6,中雨 /中雨,31℃ / 22℃,东风 ≤3级 /东风 ≤3级
2013/8/7,小雨 /阴,28℃ / 22℃,西风 ≤3级 /东风 ≤3级
2013/8/8,多云 /多云,32℃ / 23℃,东风 ≤3级 /东风 ≤3级
2013/8/9,多云 /多云,35℃ / 25℃,东北风 ≤3级 /东风 ≤3级
2013/8/10,多云 /阴,33℃ / 25℃,东风 ≤3级 /南风 ≤3级
2013/8/11,阴 /阴,33℃ / 25℃,南风 ≤3级 /东风 ≤3级
2013/8/12,阴 /多云,34℃ / 24℃,南风 ≤3级 /东风 ≤3级
2013/8/13,多云 /多云,35℃ / 25℃,东风 ≤3级 /东北风 ≤3级
2013/8/14,多云 /晴,36℃ / 26℃,东风 ≤3级 /东风 ≤3级
2013/8/15,多云 /晴,37℃ / 27℃,东风 ≤3级 /东风 ≤3级
2013/8/16,晴 /晴,37℃ / 27℃,东风 ≤3级 /东风 ≤3级
2013/8/17,晴 /晴,38℃ / 26℃,东北风 ≤3级 /东北风 ≤3级
2013/8/18,多云 /晴,35℃ / 25℃,东风 ≤3级 /东北风 ≤3级
2013/8/19,晴 /晴,36℃ / 24℃,东北风 ≤3级 /东风 ≤3级
2013/8/20,晴 /晴,33℃ / 23℃,东北风 ≤3级 /东风 ≤3级
2013/8/21,多云 /晴,33℃ / 24℃,东风 ≤3级 /东风 ≤3级
2013/8/22,多云 /多云,34℃ / 25℃,东风 ≤3级 /东风 ≤3级
2013/8/23,多云 /多云,32℃ / 24℃,东风 ≤3级 /东风 ≤3级
2013/8/24,多云 /阴,31℃ / 23℃,东风 ≤3级 /东风 ≤3级
2013/8/25,阴 /多云,32℃ / 23℃,南风 ≤3级 /东风 ≤3级
2013/8/26,多云 /多云,35℃ / 25℃,东风 ≤3级 /西南风 ≤3级
2013/8/27,阴 /小到中雨,31℃ / 24℃,东风 ≤3级 /南风 ≤3级
2013/8/28,小到中雨 /阴,25℃ / 20℃,西风 ≤3级 /东风 ≤3级
